author,thesis_title,class,paragraph,score_slowness,score_material,score_environmental_crisis,score_natural_world,score_equitable_design,score_stewardship,score_more_than_human
Chih-Yuan Chang,Weaponized Light,des797,"Bachelor of Arts, Visual Communication Design School of Design National Taiwan University of Arts June 2018",0,0,0,0,0,0,0
Chih-Yuan Chang,Weaponized Light,des797,"© 2020 Chih-Yuan Chang A thesis submitted in partial fulfillment of the requirements for the degree of Master of Fine Arts, Communications Design School of Design Pratt Institute May 2020",0,0,0,0,0,0,0
Chih-Yuan Chang,Weaponized Light,des797,"Received and approved: ________________________________________________ Lead Thesis Faculty, Gaia Hwang, May 2020 ________________________________________________ Chairperson, Santiago Piedrafita, May 2020 ________________________________________________ MFA Thesis Candidate, Chih-Yuan Chang, May 2020",0,0,0,0,0,0,0
Chih-Yuan Chang,Weaponized Light,des797,"2 Table of Content: 4 Abstract 4 Thesis Question 4 What is Light? 7 Light in Art, Design, and Photography 13 What is weaponized light? 15 Self-Experimental works 20 The Capstone 22 Contribution and Conclusion 22 Bibliography",0,0,0,0,0,0,0
Chih-Yuan Chang,Weaponized Light,des797,"3 Research Questions -How can design help with the understanding of weaponized light? -What message can the design of light weaponization convey / How it can address urgent social problems? -How can we integrate light weaponization with design and develop new styles and methodologies? Abstract Light illuminates the dark, provides comfort, furnishes energy to organisms, guides us to a path, and brings us hope. However, when the light is used for dominance, it can also be destructive. It can burn, blind, terrorize, and cause hallucinations or hinder our sleep. This thesis explores light for its significant presence and potentially destructive behavior to humans.",0,0,10,25,0,0,0
Chih-Yuan Chang,Weaponized Light,des797,"What is light? Light, scientifically and theoretically described, is a type of energy created by transverse and electromagnetic radiation of a wavelength that can be distinguished by human eyes. Humans' lives are deeply embedded in the presence of light. Cubitt (2014) describes that light is such a mediation, not only between people, but between human and non-human worlds. Light fills and forms the world. For millennia light from the sun and the celestial bodies, and from burning organic matter derived from sunlight, spilled with the seemingly boundless generosity of a god or gods into the human universe. It bathed our skins and filled our eyes, nurtured our food and habitats, made it possible to see and be bewitched by beauty. Sources of light can generally be classified in natural light and artificial light. Natural light produces heat and color from the radiation filtered through the earth’s atmosphere from the sun. We encounter it in constant permutation and innumerous cosmic diversities: the sunshine, clouds, the twilight of the lower atmosphere, sunrises and sunsets, and also the unusual circumstances of the aurora borealis.",15,10,0,45,0,10,20
Chih-Yuan Chang,Weaponized Light,des797,4 False-color image taken in 2010 as seen in ultraviolet light. https://sdo.gsfc.nasa.gov/assets/img/browse/2010/08/19/20100819_003221_4096_0304.jpg,0,0,0,0,0,0,0
Chih-Yuan Chang,Weaponized Light,des797,Left: Evening astronomical twilight https://en.wikipedia.org/wiki/Twilight Right: The aurora https://www.nationalgeographiclodges.com/about-our-lo dges/best-of-lists/best-natural-light-shows/#.XsLYLi-z0 Xo,0,0,0,0,0,0,0
Chih-Yuan Chang,Weaponized Light,des797,"Artificial light, different from nature in that it is human-made, can emit from sources such as candlelight, gaslight, and other typology of lamps. However, the term artificial lighting is often used to refer to light emanated by electric devices. We are exposed to countless artificial lights - interior lighting, street lamps, floodlights, traffic signals, advertisements, and urban decorations. It also displays and monitors with an emissive blue light that surrounds our daily lives. Artificial lights are typically easy to manipulate: the direction, focus, and color can be conveniently increased and decreased to achieve a particular configuration. This dynamic manipulation allows us to generate significant aesthetic and functional variations. The use of artificial lighting is crucial in agriculture and gardening, the life of indoor cultivation. Light sources come in many types - incandescent bulbs, halogen lamps, metal halides, fluorescent tubes, compact fluorescent lights, and LEDs - but commonly emit by passing an electric current through a filament or a pocket of inert gas. Both natural and artificial lights offer humans a considerable amount of benefits. Light gives people the ability to see, and its absorption or reflection by objects gives the perception of different colors. Light from the sun warms the Earth, stirs up global weather patterns, and initiates the life-sustaining process of photosynthesis. On the magnificent scale, light’s interactions with the matter have",10,20,10,30,0,10,25
Chih-Yuan Chang,Weaponized Light,des797,"5 helped shape the structure of the universe, as Erik Gregersen states in The Britannica Guide to Sound and Light. There are many health benefits of sun exposure: to support the skin production of vitamin D, increase serotonin helping people with anxiety and depression, and improve quality of sleep. When human skin is exposed to sunlight, it absorbs vitamin D, which is a vital nutrient to prevent bone loss, decrease the risk of heart disease, and reduce the risk of sun-related cancers. Sunlight reduces depression. Natural light not only reduces blood pressure, but also helps us defend against stress, anxiety, and Seasonal Affective Disorder (SAD). Third, natural light regulates human circadian rhythms and amends sleep cycles for more energy and better focus. Light induces a sense of hope; it makes things visible and spiritually illuminates life. For example, light allows us to see things clearly and positively, and it energizes us. In the Bible, light symbolizes righteousness, and God is light. God is holy with no sin, no taint of corruption, and inequity. The Bible mentions that if we do not have the light, we do not know God. Schwarz and Kirkpatrick (1994) state that idioms such as “bring to light” or “come to light” have the meaning of discovering or revealing. (P.203) Although the light has numerous positive influences on humans, it can also become profoundly damaging when used to the extreme. Like the old saying: “things will develop in the opposite direction when they become extreme.” The ultraviolet light can damage the skin; eyes could lose contrast or be blinded temporarily, and even worse, permanently visionless. Artificial light at night can cause headaches, work fatigue, increasing risks of depression and anxiety, sleep disorders, obesity, diabetes, cancers, and more. Kevin J. Gaston and others (2015) mention that artificial light gives humans extra time for activities. Lighting increases available time for economically productive manufactures, leisure, and recreational activities. Humans adhere to the rhythms of the natural cycle of day and night so that the disseminative use of artificial light disrupts us no longer experience nights completely. (p.14-23) The International Dark-Sky Association (2016) states that our bodies produce the hormone melatonin in response to the circadian rhythm. Melatonin benefits preserve us healthy. It has antioxidant properties, affects sleep, supports the immune system, reduces cholesterol, and improves the functioning of the thyroid, pancreas, testes,",0,15,10,20,0,10,10
